task,algo1,algo2,test,alpha,epsilon,target_n,power,se
Ant-v5,SAC,TD3,Ranked t-test,0.05,1.0,20,0.967,0.005648982209212561
Ant-v5,SAC,TD3,bootstrap,0.05,1.0,20,0.966,0.005730968504537434
Ant-v5,SAC,TD3,permutation,0.05,1.0,20,0.948,0.007021111023192843
Ant-v5,SAC,TD3,t-test,0.05,1.0,30,0.992,0.0028170906978654425
Ant-v5,SAC,TD3,Welch t-test,0.05,1.0,30,0.996,0.0019959959919799443
Ant-v5,SAC,TD3,Mann-Whitney,0.05,1.0,30,0.995,0.002230470802319547
Ant-v5,SAC,TD3,Ranked t-test,0.05,1.0,30,0.998,0.0014127986409959495
Ant-v5,SAC,TD3,bootstrap,0.05,1.0,30,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,1.0,30,0.994,0.002442130217658347
Ant-v5,SAC,TD3,t-test,0.05,2.0,2,0.244,0.013581752464244074
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,2,0.11,0.009894442884771228
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,2,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,2,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,2,0.953,0.00669260786241059
Ant-v5,SAC,TD3,permutation,0.05,2.0,2,0.932,0.00796090447122687
Ant-v5,SAC,TD3,t-test,0.05,2.0,3,0.537,0.015768037290671277
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,3,0.394,0.015451990163082553
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,3,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,3,0.838,0.011651437679531227
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,3,0.988,0.003443254274665176
Ant-v5,SAC,TD3,permutation,0.05,2.0,3,0.89,0.009894442884771228
Ant-v5,SAC,TD3,t-test,0.05,2.0,5,0.944,0.007270763371201131
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,5,0.901,0.009444522221901962
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,5,0.924,0.008379976133617564
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,5,0.964,0.005891010100144119
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,5,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,5,0.988,0.003443254274665176
Ant-v5,SAC,TD3,t-test,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,0.5,2,0.013,0.003582038525755969
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,2,0.003,0.001729450779872038
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,2,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,2,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,2,0.335,0.014925649064613574
Ant-v5,SAC,TD3,permutation,0.01,0.5,2,0.349,0.01507312177354114
Ant-v5,SAC,TD3,t-test,0.01,0.5,3,0.009,0.002986469487538756
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,3,0.008,0.0028170906978654416
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,3,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,3,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,3,0.139,0.010939789760319894
Ant-v5,SAC,TD3,permutation,0.01,0.5,3,0.081,0.008627803892068943
Ant-v5,SAC,TD3,t-test,0.01,0.5,5,0.01,0.003146426544510455
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,5,0.008,0.0028170906978654416
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,5,0.027,0.00512552436341883
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,5,0.056,0.007270763371201128
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,5,0.08,0.008579044235810887
Ant-v5,SAC,TD3,permutation,0.01,0.5,5,0.025,0.0049371044145328745
Ant-v5,SAC,TD3,t-test,0.01,0.5,10,0.013,0.003582038525755969
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,10,0.013,0.003582038525755969
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,10,0.084,0.008771772910877254
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,10,0.141,0.011005407761641547
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,10,0.095,0.00927227048785787
Ant-v5,SAC,TD3,permutation,0.01,0.5,10,0.02,0.004427188724235731
Ant-v5,SAC,TD3,t-test,0.01,0.5,20,0.098,0.009401914698613257
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,20,0.074,0.00827792244467173
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,20,0.322,0.014775520295407536
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,20,0.32,0.014751271131668619
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,20,0.176,0.012042591083317577
Ant-v5,SAC,TD3,permutation,0.01,0.5,20,0.105,0.009694070352540258
Ant-v5,SAC,TD3,t-test,0.01,0.5,30,0.167,0.01179453263168999
Ant-v5,SAC,TD3,Welch t-test,0.01,0.5,30,0.191,0.012430567163247218
Ant-v5,SAC,TD3,Mann-Whitney,0.01,0.5,30,0.545,0.015747221977225064
Ant-v5,SAC,TD3,Ranked t-test,0.01,0.5,30,0.541,0.015758140753274162
Ant-v5,SAC,TD3,bootstrap,0.01,0.5,30,0.316,0.014701836619960105
Ant-v5,SAC,TD3,permutation,0.01,0.5,30,0.213,0.012947239087929134
Ant-v5,SAC,TD3,t-test,0.01,1.0,2,0.011,0.003298332912245215
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,2,0.004,0.001995995991979944
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,2,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,2,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,2,0.508,0.015809364313595912
Ant-v5,SAC,TD3,permutation,0.01,1.0,2,0.473,0.01578831846651188
Ant-v5,SAC,TD3,t-test,0.01,1.0,3,0.015,0.003843826218756514
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,3,0.005,0.0022304708023195463
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,3,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,3,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,3,0.304,0.014545927265045703
Ant-v5,SAC,TD3,permutation,0.01,1.0,3,0.227,0.013246546719805883
Ant-v5,SAC,TD3,t-test,0.01,1.0,5,0.024,0.004839834707921336
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,5,0.017,0.004087909000944126
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,5,0.096,0.009315793041926168
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,5,0.192,0.012455360291858283
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,5,0.341,0.01499063040702425
Ant-v5,SAC,TD3,permutation,0.01,1.0,5,0.091,0.009094998625618368
Ant-v5,SAC,TD3,t-test,0.01,1.0,10,0.238,0.01346684818359515
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,10,0.197,0.012577400367325514
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,10,0.431,0.015660108556456432
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,10,0.519,0.01579996835439869
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,10,0.575,0.015632498200863484
Ant-v5,SAC,TD3,permutation,0.01,1.0,10,0.324,0.014799459449588015
Ant-v5,SAC,TD3,t-test,0.01,1.0,20,0.788,0.012925014506761683
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,20,0.75,0.013693063937629153
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,20,0.885,0.010088359628799917
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,20,0.899,0.009528850927577784
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,20,0.904,0.009315793041926167
Ant-v5,SAC,TD3,permutation,0.01,1.0,20,0.832,0.011822690049223148
Ant-v5,SAC,TD3,t-test,0.01,1.0,30,0.958,0.006343185319695463
Ant-v5,SAC,TD3,Welch t-test,0.01,1.0,30,0.963,0.005969170796685251
Ant-v5,SAC,TD3,Mann-Whitney,0.01,1.0,30,0.98,0.0044271887242357325
Ant-v5,SAC,TD3,Ranked t-test,0.01,1.0,30,0.987,0.0035820385257559714
Ant-v5,SAC,TD3,bootstrap,0.01,1.0,30,0.984,0.00396787096564392
Ant-v5,SAC,TD3,permutation,0.01,1.0,30,0.969,0.005480784615363026
Ant-v5,SAC,TD3,t-test,0.01,2.0,2,0.045,0.0065555320150236475
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,2,0.013,0.003582038525755969
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,2,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,2,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,2,0.951,0.006826346021115546
Ant-v5,SAC,TD3,permutation,0.01,2.0,2,0.952,0.006759881655768837
Ant-v5,SAC,TD3,t-test,0.01,2.0,3,0.134,0.010772372069326236
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,3,0.071,0.008121514637061242
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,3,0.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,3,0.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,3,0.956,0.006485676526007139
Ant-v5,SAC,TD3,permutation,0.01,2.0,3,0.868,0.010704017937204702
Ant-v5,SAC,TD3,t-test,0.01,2.0,5,0.574,0.015637263187655313
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,5,0.421,0.015612783224012302
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,5,0.572,0.015646597074124458
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,5,0.819,0.012175343937647102
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,5,0.995,0.002230470802319547
Ant-v5,SAC,TD3,permutation,0.01,2.0,5,0.852,0.011229247525992114
Ant-v5,SAC,TD3,t-test,0.01,2.0,10,0.977,0.004740358636221528
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,10,0.974,0.005032295698784007
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,10,0.997,0.0017294507798720387
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,10,0.997,0.0017294507798720387
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,2.0,10,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,2.0,20,1.0,0.0
Ant-v5,SAC,TD3,t-test,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Welch t-test,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Mann-Whitney,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,Ranked t-test,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,bootstrap,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,TD3,permutation,0.01,2.0,30,1.0,0.0
Ant-v5,SAC,DDPG,t-test,0.05,0.5,2,0.081,0.008627803892068943
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,2,0.027,0.00512552436341883
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,2,0.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,2,0.0,0.0
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,2,0.381,0.015357050498061143
Ant-v5,SAC,DDPG,permutation,0.05,0.5,2,0.352,0.015102847413650183
Ant-v5,SAC,DDPG,t-test,0.05,0.5,3,0.075,0.008329165624478841
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,3,0.042,0.0063431853196954605
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,3,0.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,3,0.233,0.013368283360252356
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,3,0.232,0.013348258313353095
Ant-v5,SAC,DDPG,permutation,0.05,0.5,3,0.127,0.010529529904036551
Ant-v5,SAC,DDPG,t-test,0.05,0.5,5,0.052,0.007021111023192838
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,5,0.044,0.006485676526007136
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,5,0.178,0.012096115078817662
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,5,0.271,0.014055568291606
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,5,0.177,0.012069424178476784
Ant-v5,SAC,DDPG,permutation,0.05,0.5,5,0.063,0.007683163410991596
Ant-v5,SAC,DDPG,t-test,0.05,0.5,10,0.104,0.009653186002558949
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,10,0.106,0.009734680272099337
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,10,0.459,0.015758140753274162
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,10,0.497,0.01581110369329099
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,10,0.248,0.01365635383255721
Ant-v5,SAC,DDPG,permutation,0.05,0.5,10,0.108,0.009815090422405696
Ant-v5,SAC,DDPG,t-test,0.05,0.5,20,0.289,0.0143345387090063
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,20,0.274,0.014104041973845655
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,20,0.784,0.013013224043256921
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,20,0.797,0.012719709116170855
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,20,0.411,0.015558888135082145
Ant-v5,SAC,DDPG,permutation,0.05,0.5,20,0.31,0.014625320509308504
Ant-v5,SAC,DDPG,t-test,0.05,0.5,30,0.491,0.015808826648426505
Ant-v5,SAC,DDPG,Welch t-test,0.05,0.5,30,0.45,0.015732132722552274
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,0.5,30,0.923,0.008430361795320529
Ant-v5,SAC,DDPG,Ranked t-test,0.05,0.5,30,0.931,0.008014923580421711
Ant-v5,SAC,DDPG,bootstrap,0.05,0.5,30,0.565,0.015677212762477903
Ant-v5,SAC,DDPG,permutation,0.05,0.5,30,0.491,0.015808826648426505
Ant-v5,SAC,DDPG,t-test,0.05,1.0,2,0.064,0.007739767438366608
Ant-v5,SAC,DDPG,Welch t-test,0.05,1.0,2,0.043,0.006414904519944158
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,2,0.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,1.0,2,0.0,0.0
Ant-v5,SAC,DDPG,bootstrap,0.05,1.0,2,0.524,0.01579316307773715
Ant-v5,SAC,DDPG,permutation,0.05,1.0,2,0.499,0.015811356678033673
Ant-v5,SAC,DDPG,t-test,0.05,1.0,3,0.077,0.00843036179532053
Ant-v5,SAC,DDPG,Welch t-test,0.05,1.0,3,0.047,0.006692607862410586
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,3,0.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,1.0,3,0.44,0.015697133496278867
Ant-v5,SAC,DDPG,bootstrap,0.05,1.0,3,0.46,0.015760710643876435
Ant-v5,SAC,DDPG,permutation,0.05,1.0,3,0.239,0.01348625225924534
Ant-v5,SAC,DDPG,t-test,0.05,1.0,5,0.217,0.013034991369387246
Ant-v5,SAC,DDPG,Welch t-test,0.05,1.0,5,0.151,0.01132249972400088
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,5,0.422,0.01561781034588396
Ant-v5,SAC,DDPG,Ranked t-test,0.05,1.0,5,0.552,0.015725647840391186
Ant-v5,SAC,DDPG,bootstrap,0.05,1.0,5,0.635,0.015224158433227107
Ant-v5,SAC,DDPG,permutation,0.05,1.0,5,0.317,0.014714312760030624
Ant-v5,SAC,DDPG,t-test,0.05,1.0,10,0.617,0.015372410351015223
Ant-v5,SAC,DDPG,Welch t-test,0.05,1.0,10,0.624,0.015317441039547044
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,10,0.843,0.01150439046625244
Ant-v5,SAC,DDPG,Ranked t-test,0.05,1.0,10,0.855,0.011134406135937382
Ant-v5,SAC,DDPG,bootstrap,0.05,1.0,10,0.844,0.011474493452871897
Ant-v5,SAC,DDPG,permutation,0.05,1.0,10,0.697,0.014532412050310162
Ant-v5,SAC,DDPG,t-test,0.05,1.0,20,0.966,0.005730968504537434
Ant-v5,SAC,DDPG,Welch t-test,0.05,1.0,20,0.945,0.007209368904418752
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,20,0.994,0.002442130217658347
Ant-v5,SAC,DDPG,Ranked t-test,0.05,1.0,20,0.988,0.003443254274665176
Ant-v5,SAC,DDPG,bootstrap,0.05,1.0,20,0.977,0.004740358636221528
Ant-v5,SAC,DDPG,permutation,0.05,1.0,20,0.97,0.0053944415837044735
Ant-v5,SAC,DDPG,t-test,0.05,1.0,30,0.999,0.0009994998749374613
Ant-v5,SAC,DDPG,Welch t-test,0.05,1.0,30,0.992,0.0028170906978654425
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,30,1.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,1.0,30,1.0,0.0
Ant-v5,SAC,DDPG,bootstrap,0.05,1.0,30,0.997,0.0017294507798720387
Ant-v5,SAC,DDPG,permutation,0.05,1.0,30,0.999,0.0009994998749374613
Ant-v5,SAC,DDPG,t-test,0.05,2.0,2,0.252,0.013729384545565033
Ant-v5,SAC,DDPG,Welch t-test,0.05,2.0,2,0.113,0.01001154333756789
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,2.0,2,0.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,2.0,2,0.0,0.0
Ant-v5,SAC,DDPG,bootstrap,0.05,2.0,2,0.974,0.005032295698784007
Ant-v5,SAC,DDPG,permutation,0.05,2.0,2,0.984,0.00396787096564392
Ant-v5,SAC,DDPG,t-test,0.05,2.0,3,0.604,0.01546557467409472
Ant-v5,SAC,DDPG,Welch t-test,0.05,2.0,3,0.41,0.01555313473226539
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,2.0,3,0.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,2.0,3,0.799,0.01267276607532862
Ant-v5,SAC,DDPG,bootstrap,0.05,2.0,3,0.975,0.004937104414532877
Ant-v5,SAC,DDPG,permutation,0.05,2.0,3,0.897,0.009612023720320294
Ant-v5,SAC,DDPG,t-test,0.05,2.0,5,0.937,0.007683163410991592
Ant-v5,SAC,DDPG,Welch t-test,0.05,2.0,5,0.9,0.009486832980505136
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,2.0,5,0.823,0.012069424178476786
Ant-v5,SAC,DDPG,Ranked t-test,0.05,2.0,5,0.893,0.009775019181566856
Ant-v5,SAC,DDPG,bootstrap,0.05,2.0,5,0.99,0.003146426544510456
Ant-v5,SAC,DDPG,permutation,0.05,2.0,5,0.982,0.004204283529925166
Ant-v5,SAC,DDPG,t-test,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,DDPG,Welch t-test,0.05,2.0,10,0.999,0.0009994998749374613
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,2.0,10,0.996,0.0019959959919799443
Ant-v5,SAC,DDPG,Ranked t-test,0.05,2.0,10,0.998,0.0014127986409959495
Ant-v5,SAC,DDPG,bootstrap,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,DDPG,permutation,0.05,2.0,10,1.0,0.0
Ant-v5,SAC,DDPG,t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,DDPG,Welch t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,DDPG,Mann-Whitney,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,DDPG,Ranked t-test,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,DDPG,bootstrap,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,DDPG,permutation,0.05,2.0,20,1.0,0.0
Ant-v5,SAC,DDPG,t-test,0.05,2.0,30,1.0,0.0
Ant-v5,SAC,DDPG,Welch t-test,0.05,2.0,30,1.0,0.0
